Date,Open,High,Low,Close,Adj Close,Volume
2020-11-18,424.119995,427.359985,421.019989,423.809998,421.480804,543600
2020-11-19,417.309998,423.380005,416.869995,423.359985,421.033264,914100
2020-11-20,424.040009,428.399994,423.519989,423.589996,421.262024,484000
2020-11-23,427.989990,429.640015,421.950012,427.149994,424.802460,596000
2020-11-24,425.420013,427.609985,423.019989,424.269989,421.938293,610400
2020-11-25,423.260010,424.679993,420.750000,423.480011,421.152649,308200
2020-11-27,429.329987,438.720001,428.779999,437.769989,435.364075,432500
2020-11-30,440.540009,441.290009,433.670013,437.730011,435.324341,508500
2020-12-01,447.100006,451.730011,444.480011,449.239990,446.771057,685100
2020-12-02,447.160004,452.109985,444.260010,451.000000,448.521393,1050700
2020-12-03,457.010010,459.220001,452.309998,452.899994,450.410950,677900
2020-12-04,454.000000,464.500000,453.470001,464.390015,461.837830,660800
2020-12-07,464.559998,471.010010,464.100006,469.730011,467.148468,632900
2020-12-08,465.920013,470.850006,464.940002,468.570007,465.994812,738800
2020-12-09,463.799988,465.959991,450.519989,452.890015,450.401001,868800
2020-12-10,451.140015,458.880005,449.119995,457.799988,455.283997,539300
2020-12-11,453.809998,457.149994,451.839996,452.630005,450.142426,512100
2020-12-14,452.339996,456.820007,452.170013,452.989990,450.500458,546100
2020-12-15,464.510010,469.619995,461.890015,469.299988,466.720825,639200
2020-12-16,467.989990,472.239990,465.010010,471.529999,468.938568,524900
2020-12-17,478.730011,481.320007,476.010010,477.299988,474.676849,477300
2020-12-18,478.489990,479.450012,474.320007,477.239990,474.617188,730700
2020-12-21,460.260010,472.279999,459.480011,472.260010,469.664551,622800
2020-12-22,473.480011,478.619995,472.950012,476.179993,473.563019,431300
2020-12-23,478.940002,480.390015,474.200012,474.619995,472.011566,389200
2020-12-24,478.950012,484.600006,477.079987,483.089996,480.435028,271900
2020-12-28,487.140015,488.720001,478.429993,480.239990,477.600677,449300
2020-12-29,489.450012,489.450012,482.510010,484.010010,481.349976,377200
2020-12-30,488.130005,492.660004,488.000000,489.910004,487.217529,381900
2020-12-31,490.000000,490.519989,483.450012,487.720001,485.039581,312700
2021-01-04,499.989990,504.750000,490.709991,500.000000,497.252075,1527600
2021-01-05,494.160004,505.359985,493.890015,505.359985,502.582611,1029900
2021-01-06,491.850006,499.839996,489.739990,490.220001,487.525848,977900
2021-01-07,495.970001,503.220001,495.519989,501.429993,498.674225,936200
2021-01-08,512.590027,514.280029,501.709991,508.739990,505.944061,734500
2021-01-11,500.500000,508.910004,499.429993,507.950012,505.158417,703000
2021-01-12,507.100006,514.789978,503.500000,513.929993,511.105530,651700
2021-01-13,511.209991,515.609985,509.380005,514.059998,511.234833,513700
2021-01-14,530.159973,546.400024,529.890015,544.650024,541.656738,1450300
2021-01-15,532.309998,536.849976,525.359985,527.500000,524.600952,869200
2021-01-19,533.000000,550.479980,530.609985,549.500000,546.480042,1504000
2021-01-20,555.570007,558.159973,543.159973,549.380005,546.360718,1121900
2021-01-21,568.000000,573.799988,565.609985,570.739990,567.603271,1272100
2021-01-22,563.489990,570.710022,562.789978,569.450012,566.320435,901600
2021-01-25,562.150024,568.219971,554.119995,567.609985,564.490540,966500
2021-01-26,563.179993,563.650024,548.440002,549.000000,545.982788,887700
2021-01-27,534.969971,539.520020,522.500000,524.630005,521.746765,1506800
2021-01-28,542.109985,553.840027,537.380005,547.219971,544.212585,968600
2021-01-29,540.960022,543.500000,528.299988,534.159973,531.224304,867300
2021-02-01,547.400024,555.469971,544.530029,554.390015,551.343201,849600
2021-02-02,553.780029,556.789978,549.450012,553.500000,550.458069,721600
2021-02-03,551.289978,551.719971,541.950012,542.909973,539.926208,635400
2021-02-04,546.960022,555.979980,544.280029,555.440002,552.387390,554500
2021-02-05,554.960022,556.140015,551.020020,552.809998,549.771851,461700
2021-02-08,557.969971,566.929993,557.969971,564.000000,560.900391,716900
2021-02-09,566.539978,571.929993,565.500000,565.500000,562.392090,483300
2021-02-10,571.429993,573.059998,559.700012,566.890015,563.774475,458600
2021-02-11,574.630005,591.789978,573.830017,591.510010,588.259155,975400
2021-02-12,591.969971,601.460022,589.150024,597.989990,594.703552,732400
2021-02-16,605.580017,608.710022,599.169983,603.140015,599.825317,621600
2021-02-17,598.349976,598.479980,581.460022,587.580017,584.350830,825100
2021-02-18,584.359985,589.460022,576.049988,582.479980,579.278809,716800
2021-02-19,591.840027,600.750000,589.390015,594.400024,591.133301,821500
2021-02-22,587.619995,590.119995,576.500000,578.500000,575.320618,753400
2021-02-23,571.719971,579.179993,560.130005,576.070007,572.903992,1004800
2021-02-24,573.340027,595.960022,565.549988,595.010010,591.739929,1023000
2021-02-25,582.630005,586.400024,559.659973,559.770020,556.693604,1288900
2021-02-26,572.340027,573.489990,560.700012,567.090027,563.973389,946500
2021-03-01,572.369995,584.359985,568.859985,583.549988,580.342957,679500
2021-03-02,579.030029,579.869995,563.000000,563.140015,560.045105,696100
2021-03-03,564.590027,565.950012,541.200012,543.599976,540.612427,1006900
2021-03-04,537.849976,541.330017,502.089996,510.500000,507.694397,1702500
2021-03-05,527.969971,530.849976,508.329987,527.039978,524.143494,1370100
2021-03-08,526.440002,529.169983,501.109985,502.190002,499.430054,1180700
2021-03-09,527.640015,543.210022,524.950012,539.520020,536.554932,1240500
2021-03-10,540.080017,541.820007,521.109985,523.330017,520.453918,876500
2021-03-11,546.989990,548.489990,540.010010,544.400024,541.408081,1009700
2021-03-12,534.119995,539.080017,528.599976,537.630005,534.675293,714900
2021-03-15,538.669983,547.799988,536.010010,547.190002,544.182739,582400
2021-03-16,546.380005,555.729980,545.960022,549.380005,546.360718,651600
2021-03-17,548.219971,566.049988,542.859985,559.570007,556.494690,841400
2021-03-18,547.979980,552.479980,539.020020,539.190002,536.226746,790000
2021-03-19,544.690002,557.090027,541.309998,547.419983,544.411438,1404600
2021-03-22,567.640015,577.989990,563.830017,575.989990,572.824463,1216800
2021-03-23,569.520020,571.280029,555.500000,558.869995,555.798523,866300
2021-03-24,587.179993,594.469971,578.000000,578.580017,575.400269,2121400
2021-03-25,570.909973,585.840027,569.090027,584.000000,580.790405,1088900
2021-03-26,588.690002,627.299988,588.690002,625.669983,622.231384,1933600
2021-03-29,614.760010,616.859985,601.440002,608.000000,604.658569,1214900
2021-03-30,599.919983,606.260010,595.520020,601.289978,597.985413,1071600
2021-03-31,606.159973,620.940002,605.200012,617.359985,613.967102,1579600
2021-04-01,619.799988,639.489990,619.750000,637.099976,633.598633,1908300
2021-04-05,651.650024,653.000000,638.030029,640.489990,636.969971,1529800
2021-04-06,633.409973,635.750000,618.380005,628.000000,624.548584,1281900
2021-04-07,627.159973,631.400024,622.190002,626.559998,623.116516,820600
2021-04-08,635.960022,641.590027,632.750000,639.880005,636.363342,865900
2021-04-09,634.340027,638.710022,628.549988,634.320007,630.833923,631100
2021-04-12,631.559998,631.580017,620.619995,630.429993,626.965271,739500
2021-04-13,635.630005,636.739990,623.719971,629.119995,625.662476,710500
2021-04-14,635.669983,641.090027,627.039978,630.989990,627.522217,718000
2021-04-15,633.780029,642.900024,627.520020,642.090027,638.561218,980400
2021-04-16,640.260010,647.940002,638.479980,645.690002,642.141418,605200
2021-04-19,637.640015,639.260010,622.450012,630.109985,626.647034,1138900
2021-04-20,626.030029,627.789978,612.780029,616.940002,613.549438,988000
2021-04-21,637.719971,655.840027,635.929993,655.489990,651.887573,2160900
2021-04-22,664.169983,665.869995,640.479980,647.090027,643.533752,1233400
2021-04-23,659.219971,671.280029,658.369995,670.909973,667.222778,1109600
2021-04-26,666.960022,675.650024,666.960022,670.440002,666.755371,801000
2021-04-27,670.330017,674.840027,661.789978,672.809998,669.112366,678200
2021-04-28,664.450012,670.859985,661.280029,665.340027,661.683411,571300
2021-04-29,666.289978,666.630005,654.059998,662.479980,658.839111,504300
2021-04-30,654.270020,661.049988,645.700012,648.099976,644.538147,575200
2021-05-03,657.710022,658.080017,647.710022,654.429993,652.732849,672000
