Date,Open,High,Low,Close,Adj Close,Volume
2021-02-11,154.610001,159.009995,154.610001,158.800003,156.794388,2981500
2021-02-12,158.990005,161.399994,157.910004,160.779999,158.749390,2387900
2021-02-16,162.850006,163.949997,160.360001,160.490005,158.463043,3172400
2021-02-17,157.149994,162.110001,155.000000,159.750000,157.732407,3815900
2021-02-18,157.940002,158.770004,155.660004,158.089996,156.093353,3807700
2021-02-19,160.630005,164.399994,160.000000,163.800003,161.731247,2944000
2021-02-22,162.309998,163.410004,158.470001,159.240005,157.228836,3510200
2021-02-23,157.360001,158.669998,153.309998,157.699997,155.708282,3022200
2021-02-24,156.520004,161.919998,155.160004,161.759995,159.716995,2748700
2021-02-25,158.699997,160.149994,153.289993,153.679993,152.389084,3282600
2021-02-26,156.559998,157.750000,152.259995,155.820007,154.511124,5574200
2021-03-01,157.080002,158.779999,155.029999,158.589996,157.257843,3385500
2021-03-02,159.410004,159.410004,154.029999,154.289993,152.993958,3016500
2021-03-03,153.169998,155.000000,149.520004,149.940002,148.680511,2665700
2021-03-04,149.190002,149.589996,142.250000,144.520004,143.306030,4870000
2021-03-05,149.000000,149.619995,143.389999,148.880005,147.629410,4040100
2021-03-08,147.770004,149.559998,143.770004,144.059998,142.849899,3996300
2021-03-09,148.729996,151.110001,148.169998,149.429993,148.174774,5203400
2021-03-10,151.330002,151.520004,147.089996,147.110001,145.874268,3137300
2021-03-11,150.350006,152.119995,149.990005,151.029999,149.761353,4462100
2021-03-12,148.600006,149.830002,147.550003,149.539993,148.283859,3658500
2021-03-15,149.619995,151.110001,147.960007,151.000000,149.731598,2113200
2021-03-16,152.339996,154.509995,151.940002,153.080002,151.794128,2324600
2021-03-17,150.419998,154.869995,150.070007,154.160004,152.865051,2852800
2021-03-18,151.350006,153.279999,149.279999,149.449997,148.194626,3853400
2021-03-19,149.399994,153.210007,147.740005,151.910004,150.633957,4624900
2021-03-22,153.220001,156.320007,153.220001,154.500000,153.202194,3321600
2021-03-23,154.589996,154.970001,149.630005,150.490005,149.225891,2505200
2021-03-24,152.339996,153.970001,150.199997,150.440002,149.176315,2792800
2021-03-25,148.440002,150.910004,146.509995,149.899994,148.640839,2725300
2021-03-26,148.419998,157.369995,148.000000,157.110001,155.790268,3686200
2021-03-29,155.029999,156.210007,152.020004,153.850006,152.557663,2779000
2021-03-30,152.149994,153.429993,151.500000,152.610001,151.328079,2114000
2021-03-31,154.220001,156.110001,153.610001,155.080002,153.777328,3457000
2021-04-01,157.380005,160.490005,156.880005,160.380005,159.032822,3345800
2021-04-05,162.160004,163.899994,160.600006,163.490005,162.116699,2628400
2021-04-06,162.300003,163.089996,159.759995,161.710007,160.351639,2422100
2021-04-07,161.679993,161.979996,158.630005,159.449997,158.110611,2062700
2021-04-08,161.619995,162.229996,159.500000,162.119995,160.758194,2599500
2021-04-09,160.800003,161.970001,160.169998,161.240005,159.885574,2250400
2021-04-12,160.639999,160.889999,158.960007,159.729996,158.388260,2026700
2021-04-13,160.550003,160.949997,157.360001,159.160004,157.823059,1704600
2021-04-14,157.710007,160.630005,157.649994,158.460007,157.128952,1596400
2021-04-15,160.000000,161.320007,158.690002,160.710007,159.360046,1816000
2021-04-16,160.990005,161.330002,159.139999,159.509995,158.170105,1861900
2021-04-19,158.479996,159.000000,155.699997,156.910004,155.591949,3405000
2021-04-20,154.899994,156.259995,153.570007,154.470001,153.172455,2339700
2021-04-21,155.490005,158.339996,154.119995,158.289993,156.960342,2713100
2021-04-22,157.270004,158.130005,154.910004,155.369995,154.064880,2487900
2021-04-23,156.699997,159.970001,156.110001,159.020004,157.684235,3415500
2021-04-26,158.630005,161.899994,158.270004,160.639999,159.290619,2705500
2021-04-27,161.339996,161.919998,159.470001,159.550003,158.209778,3232400
2021-04-28,158.500000,158.759995,155.039993,156.059998,154.749100,3304600
2021-04-29,156.539993,158.110001,154.009995,158.009995,156.682709,5833000
2021-04-30,155.539993,156.309998,152.570007,153.160004,151.873459,4035000
2021-05-03,154.000000,154.179993,150.699997,151.320007,150.048920,3265500
2021-05-04,150.000000,152.000000,148.550003,151.910004,150.633957,3849600
2021-05-05,153.279999,155.220001,152.300003,153.929993,152.636993,4415400
2021-05-06,153.990005,156.479996,152.860001,155.419998,154.114456,4775100
2021-05-07,156.669998,158.350006,156.020004,157.259995,155.939011,2706500
2021-05-10,156.830002,157.169998,150.759995,150.789993,149.523361,4132300
2021-05-11,148.339996,152.089996,147.850006,150.839996,149.572937,4643100
2021-05-12,147.399994,149.009995,145.649994,146.050003,144.823181,4733000
2021-05-13,147.610001,149.330002,145.619995,146.630005,145.398315,4053200
2021-05-14,147.990005,150.770004,146.630005,149.610001,148.353287,4852100
2021-05-17,148.369995,148.820007,145.830002,148.100006,146.855957,5079800
2021-05-18,149.610001,149.789993,145.809998,145.889999,144.664520,4223000
2021-05-19,145.789993,153.330002,144.070007,153.119995,151.833786,7065800
2021-05-20,155.369995,161.199997,154.869995,159.470001,158.130447,5986500
2021-05-21,159.690002,160.770004,158.979996,159.360001,158.021378,3526700
2021-05-24,160.990005,162.990005,160.729996,162.509995,161.144913,3434600
2021-05-25,164.309998,165.169998,162.690002,163.720001,162.344742,3327300
2021-05-26,163.720001,165.160004,162.669998,163.880005,162.503418,4016300
2021-05-27,163.190002,165.350006,162.940002,163.210007,162.523331,3469200
2021-05-28,163.729996,165.619995,163.080002,164.600006,163.907486,2750200
2021-06-01,163.759995,166.320007,162.169998,163.690002,163.001312,2981800
2021-06-02,163.860001,165.320007,163.360001,164.500000,163.807892,2071800
2021-06-03,161.639999,163.729996,161.020004,162.070007,161.388123,2553700
2021-06-04,162.389999,166.149994,162.389999,165.580002,164.883362,2443000
2021-06-07,164.660004,165.570007,164.009995,164.479996,163.787979,1999200
2021-06-08,166.509995,166.509995,163.240005,164.910004,164.216171,2437100
2021-06-09,165.419998,166.910004,164.940002,166.369995,165.670029,3245400
2021-06-10,167.190002,167.869995,164.690002,167.339996,166.635941,2905800
2021-06-11,167.690002,167.740005,166.440002,167.600006,166.894867,2383300
2021-06-14,167.770004,168.440002,165.779999,168.440002,167.731323,2755500
2021-06-15,168.429993,168.929993,167.089996,167.619995,166.914764,2377800
2021-06-16,168.059998,168.630005,164.449997,166.020004,165.321503,2360900
2021-06-17,166.020004,168.220001,165.089996,166.220001,165.520660,2391500
2021-06-18,165.339996,165.339996,161.470001,162.190002,161.507614,3936500
2021-06-21,162.570007,164.309998,162.179993,164.149994,163.459366,2973200
2021-06-22,163.539993,164.199997,162.429993,163.669998,162.981384,2983800
2021-06-23,163.630005,164.929993,163.000000,163.630005,162.941559,2257000
2021-06-24,166.199997,167.270004,165.240005,167.039993,166.337204,2059900
2021-06-25,167.529999,169.470001,167.070007,167.660004,166.954605,2959500
2021-06-28,168.940002,171.160004,168.440002,170.570007,169.852371,2265900
2021-06-29,170.279999,171.839996,169.899994,171.399994,170.678864,2121400
2021-06-30,171.149994,172.449997,170.199997,172.160004,171.435669,2954400
2021-07-01,172.029999,172.089996,168.889999,169.169998,168.458252,2865100
2021-07-02,170.289993,171.229996,169.630005,170.669998,169.951935,1563500
2021-07-06,171.529999,171.529999,166.750000,168.320007,167.611832,2293400
2021-07-07,169.270004,169.429993,164.639999,165.429993,164.733978,4204600
2021-07-08,162.309998,164.300003,160.179993,163.910004,163.220383,3152500
2021-07-09,163.960007,166.610001,162.740005,166.270004,165.570450,2346200
2021-07-12,166.520004,167.619995,165.669998,167.550003,166.845062,2074000
2021-07-13,167.020004,168.360001,165.979996,167.259995,166.556274,2127100
2021-07-14,168.669998,170.000000,165.869995,166.160004,165.460922,2012800
2021-07-15,165.910004,165.910004,162.320007,163.660004,162.971436,3505900
2021-07-16,163.990005,164.750000,160.259995,160.440002,159.764984,2284100
2021-07-19,158.720001,159.610001,156.550003,158.979996,158.311111,2772000
2021-07-20,159.339996,161.809998,157.919998,160.910004,160.233002,2831100
2021-07-21,161.289993,164.839996,160.779999,164.839996,164.146469,2076000
2021-07-22,162.259995,163.029999,160.830002,162.020004,161.338333,3250900
2021-07-23,163.229996,163.839996,161.669998,163.550003,162.861893,2178700
2021-07-26,161.270004,164.339996,161.270004,163.899994,163.210419,1733600
2021-07-27,163.509995,163.750000,159.539993,162.589996,161.905930,4077700
2021-07-28,163.320007,164.649994,162.839996,164.039993,163.349823,3632400
2021-07-29,164.779999,167.160004,164.539993,166.539993,165.839310,3164400
2021-07-30,165.580002,168.199997,165.139999,167.419998,166.715607,2678800
2021-08-02,168.639999,171.330002,167.369995,167.619995,166.914764,2822000
2021-08-03,168.369995,169.020004,165.589996,168.679993,167.970306,3271200
2021-08-04,168.740005,175.250000,168.600006,172.580002,171.853897,10201100
2021-08-05,173.559998,173.770004,168.830002,169.929993,169.215042,3468300
2021-08-06,168.830002,171.889999,168.369995,171.130005,170.410004,3164200
2021-08-09,171.059998,172.529999,169.389999,171.309998,170.589249,2580800
2021-08-10,171.309998,171.639999,169.000000,171.000000,170.280548,1943800
2021-08-11,172.039993,172.089996,168.679993,170.460007,169.742828,1946400
2021-08-12,169.500000,169.710007,166.559998,168.580002,167.870728,2562100
2021-08-13,169.350006,170.770004,168.389999,170.080002,169.364426,2040700
2021-08-16,169.630005,171.559998,169.470001,171.070007,170.350266,2163200
2021-08-17,170.139999,170.139999,165.660004,166.300003,165.600327,4593000
2021-08-18,164.899994,168.039993,161.289993,165.779999,165.082504,5452700
2021-08-19,165.119995,166.970001,163.550003,166.789993,166.088257,3451100
2021-08-20,166.869995,168.179993,165.070007,166.639999,165.938889,2913000
2021-08-23,170.240005,172.800003,166.059998,169.630005,168.916321,13465500
2021-08-24,169.839996,170.360001,164.750000,165.850006,165.152222,8137000
2021-08-25,166.110001,167.929993,163.080002,164.000000,163.309998,19156400
2021-08-26,165.000000,168.479996,163.690002,167.360001,167.360001,7306300
2021-08-27,167.300003,169.809998,166.169998,166.479996,166.479996,9136200
2021-08-30,166.970001,168.270004,166.649994,166.979996,166.979996,4901600
2021-08-31,166.149994,166.520004,161.339996,162.949997,162.949997,9136300
2021-09-01,163.770004,164.199997,161.039993,161.110001,161.110001,6513600
2021-09-02,162.130005,162.940002,161.220001,162.619995,162.619995,4514700
2021-09-03,162.520004,163.500000,161.740005,162.440002,162.440002,2385600
2021-09-07,162.660004,163.740005,162.149994,163.270004,163.270004,5132100
2021-09-08,163.710007,165.669998,162.399994,163.669998,163.669998,4620100
2021-09-09,163.270004,170.130005,163.270004,168.809998,168.809998,7601800
2021-09-10,169.600006,172.089996,169.550003,169.940002,169.940002,4280800
2021-09-13,171.589996,173.139999,170.300003,172.809998,172.809998,7431700
2021-09-14,173.539993,174.100006,171.539993,173.470001,173.470001,5335200
2021-09-15,173.940002,174.460007,172.080002,174.080002,174.080002,4498500
2021-09-16,172.429993,174.460007,172.429993,173.210007,173.210007,4582700
2021-09-17,171.399994,173.020004,170.289993,171.520004,171.520004,13056400
2021-09-20,170.100006,170.759995,167.029999,169.479996,169.479996,10189700
2021-09-21,170.820007,171.639999,168.240005,170.570007,170.570007,4011300
2021-09-22,172.000000,174.259995,171.229996,173.850006,173.850006,3484500
2021-09-23,174.500000,177.789993,174.149994,177.229996,177.229996,3391900
2021-09-24,176.550003,178.839996,175.839996,178.529999,178.529999,2393300
2021-09-27,177.270004,178.130005,175.600006,176.910004,176.910004,4497200
2021-09-28,172.279999,174.880005,171.179993,171.289993,171.289993,5494000
2021-09-29,170.539993,171.830002,168.119995,168.839996,168.839996,3498400
2021-09-30,170.360001,171.259995,167.360001,167.479996,167.479996,4820600
2021-10-01,167.830002,168.880005,164.759995,167.369995,167.369995,3549200
2021-10-04,166.740005,167.699997,163.649994,164.259995,164.259995,5377500
2021-10-05,165.240005,166.729996,163.960007,165.369995,165.369995,2899100
2021-10-06,163.779999,166.270004,163.139999,166.050003,166.050003,2754000
2021-10-07,167.429993,169.289993,166.740005,166.979996,166.979996,2174100
2021-10-08,168.479996,168.949997,166.679993,168.619995,168.619995,3145900
2021-10-11,168.119995,171.539993,167.800003,167.899994,167.899994,1964800
2021-10-12,168.509995,169.570007,163.820007,164.020004,164.020004,3018000
2021-10-13,165.960007,166.710007,163.570007,164.350006,164.350006,3416600
2021-10-14,166.520004,168.600006,166.130005,168.199997,168.199997,5043100
2021-10-15,170.029999,172.100006,169.720001,172.039993,172.039993,2887000
2021-10-18,170.380005,173.660004,169.720001,173.330002,173.330002,2541500
2021-10-19,173.740005,176.750000,172.550003,176.630005,176.630005,3336700
2021-10-20,176.910004,177.860001,175.919998,176.919998,176.919998,3025800
2021-10-21,176.660004,179.050003,176.139999,178.809998,178.809998,2744000
2021-10-22,179.240005,180.770004,177.679993,178.419998,178.419998,3074300
2021-10-25,178.580002,181.100006,178.419998,180.520004,180.520004,2498200
2021-10-26,181.970001,182.389999,179.639999,179.880005,179.880005,2209200
2021-10-27,174.110001,175.000000,170.000000,170.460007,170.460007,6263900
2021-10-28,172.259995,174.350006,171.529999,172.460007,172.460007,2781100
2021-10-29,171.399994,173.860001,170.589996,173.490005,173.490005,3137400
2021-11-01,173.179993,175.250000,172.910004,174.990005,174.990005,2180700
2021-11-02,174.990005,178.250000,174.699997,177.940002,177.940002,2405800
2021-11-03,177.419998,179.270004,175.869995,178.800003,178.800003,1997700
2021-11-04,179.000000,180.960007,176.250000,180.729996,180.729996,5252700
2021-11-05,183.750000,186.100006,182.199997,184.179993,184.179993,3415300
2021-11-08,183.470001,185.940002,183.360001,184.460007,184.460007,2582300
2021-11-09,184.320007,185.889999,182.820007,185.000000,185.000000,2508500
2021-11-10,183.000000,185.500000,180.039993,180.860001,180.860001,2735500
2021-11-11,183.229996,183.369995,180.429993,183.100006,183.100006,1703300
2021-11-12,183.570007,185.699997,181.550003,184.789993,184.789993,1847600
2021-11-15,185.720001,185.720001,183.740005,185.059998,185.059998,1337200
2021-11-16,184.580002,187.850006,184.500000,187.669998,187.669998,2126300
2021-11-17,188.029999,188.100006,185.539993,187.039993,187.039993,2242300
