Date,MSFT,AAPL,AMZN,TSLA,NVDA,GOOG,GOOGL,FB,ADBE,NFLX
2020-11-18,,,,,,,,,,
2020-11-19,0.006348336342655969,0.005168113355649373,0.003722494942835164,0.02595342267528089,0.0008564029978281873,0.009812348844984387,0.010300769168517743,0.0035665735060241843,0.015104365866967617,0.005977716320804793
2020-11-20,-0.009556570150685562,-0.010957545458525342,-0.005652872900059114,-0.019348256880707515,-0.026227314980814875,-0.012319210881420184,-0.01261817367598761,-0.011870704097085683,-0.007482667545870236,0.007365788896042114
2020-11-23,-0.0013308738761010908,-0.029742529839039022,-0.0003258724372251498,0.06584831189666196,0.003992307612113555,-0.004207323109552963,-0.005079502168075289,-0.004709006093778001,-0.00499012342333105,-0.023799760851215712
2020-11-24,0.01784779813424553,0.011594199517194648,0.006348512188359301,0.06425223827163684,-0.013869918228213929,0.01960966319711388,0.021035427862945433,0.031628432818235686,0.004537519958452529,0.013134174112858998
2020-11-25,4.6820670117186935e-05,0.007467145558108346,0.02149092953055276,0.033526585099152184,0.021377175228522338,0.0014416178558138704,0.00013038210605520462,-0.004802892306667639,0.015949805075864187,0.004390314318357458
2020-11-27,0.006358879287435171,0.004826295999577068,0.003224425140024856,0.020487822299651404,0.0020023200060672597,0.012283796896674026,0.012975242717443658,0.008055452056394685,0.01478474343133418,0.013113371134020557
2020-11-30,-0.005389387603580764,0.021099680475554106,-0.008543706850649313,-0.031002515859694824,0.010575905154784238,-0.018096215162741625,-0.018253850340188116,-0.0030236384797064364,0.0030186822694981963,-0.0013431557720353648
2020-12-01,0.009996679266645714,0.030827384382327905,0.016426572378935855,0.03023261931920862,-0.0008582490519710717,0.02121834354429586,0.023346990674687707,0.0345885365397387,0.0014211820983107692,0.02828607022736329
2020-12-02,-0.0038852166798644117,0.002933578678371518,-0.005139638952792458,-0.027259051110557153,0.011538659223185421,0.01660084277760987,0.016492506376095895,0.003385102218186109,0.00440366487826771,-0.002378179933640645
2020-12-03,-0.005246682574533423,-0.0011375514376975593,-0.005244230223508839,0.04317709942997827,-0.010671527367167699,-0.0006454941500748657,-0.0017150994535459763,-0.019720308906939987,0.006275171294618742,-0.011641336449190076
2020-12-04,0.0005601044265388655,-0.005612458208948845,-0.00757827056310556,0.009538530035234416,0.0121116682391611,0.0006678290023611755,0.0010539037653320982,-0.007628149562643571,0.0035516663986778774,0.0015878939891196264
2020-12-07,-0.00032664681151162167,0.012269975409333611,-0.0014482093376418925,0.07131415860194878,0.0035771422445520784,-0.004655392013388382,-0.003690168093991697,0.021022433849591682,0.012860082304526843,0.03505856007328201
2020-12-08,0.008026549457064602,0.0050908844802495246,0.00610830873970869,0.012652697072851327,-0.018869373009935075,-0.0005110971322697111,-0.0031370274068266424,-0.0076335636222296666,0.006155406805484986,-0.006049198930887623
2020-12-09,-0.01948979660163075,-0.02090373169820492,-0.023003908079793578,-0.06985908883286851,-0.03140455370608941,-0.01892719093374806,-0.018478119289713768,-0.019336560042411355,-0.023299969761145123,-0.03717857450127093
2020-12-10,-0.006043436370225641,0.011988852507148318,-0.0008729982097728239,0.03737100937569515,0.0032096394298219977,-0.004932403454534051,-0.005742837504720599,-0.0028785908267785487,-0.01420183392321972,0.015174209702096375
2020-12-11,0.013015334715122728,-0.006734878661664334,0.0048137933858041215,-0.027237815250825692,0.003160520128253186,0.0036275307461774986,0.004044932482630381,-0.012882531265923425,-0.002013108415428788,0.004250743413364955
2020-12-14,0.0044078003452248105,-0.005146605801079063,0.013011741040975133,0.04891887979997822,0.02270755598733043,-0.012184491127536168,-0.01270004416142545,0.002339660128224841,0.02208402620592942,0.03815425055014843
2020-12-15,-0.00032674984208780344,0.050090358191690054,0.002581635579326891,-0.01028400797895046,0.003888489185912336,0.004380510176670072,0.005033468748739001,0.004960013093402216,-0.007771057725784791,-0.005053317418755809
2020-12-16,0.024050730820851518,-0.0005474581156972302,0.023961126654454823,-0.01654951440979069,-0.008832067045159597,-0.0026983261091846344,-0.002208880401339375,0.0004355833976665835,0.0150422235504033,0.009715625299639985
2020-12-17,0.000638493370284321,0.006963564355553453,-0.001505690615966282,0.05319781449980532,0.007457133892677659,-0.008564932501417988,-0.009492389303405457,-0.0043167625925275566,0.011145113424924746,0.015376420438238725
2020-12-18,-0.0037827438674143954,-0.015850839198842448,-0.010639469719574635,0.05961270707317423,-0.005190709629969481,-0.009663032077399936,-0.008210259589371716,0.006994982960708107,0.015322244892267634,0.0029085905989749694
2020-12-21,0.018299132900898574,0.012395312613187048,0.0014149048580140988,-0.06494966187050355,0.0045395421830281,0.0048295416847417005,0.004831416702454572,-0.013060727490464386,-0.009066501424002338,-0.010365869352810475
2020-12-22,0.006064988405562133,0.02846457003563163,0.00010607264944972883,-0.014649244790783778,-0.00405034562566009,-0.009123990321564635,-0.008267276722759953,-0.020895241071677284,0.011597339083930125,-0.0029871926805207227
2020-12-23,-0.013039238478757542,-0.0069759610551687334,-0.00662712219710393,0.008807747075289418,-0.02025863008787543,0.0051523092544241145,0.004656386470937024,0.003818896309392361,-0.014399922273838128,-0.02436811216077628
2020-12-24,0.007827378293128628,0.007712064624904702,-0.0039494544955406274,0.024443543900540154,-0.0011914006956950107,0.0037347296674670183,0.003431287541950878,-0.0026481333770541626,0.005936650452301961,-0.0009913097104380375
2020-12-28,0.00992134273401013,0.03576587128254882,0.035071192606022095,0.0029012828353873754,-0.0072150178174660295,0.021416447947778527,0.022950550248928225,0.035901294747224366,-0.0018204557822326661,0.01002008734086135
2020-12-29,-0.0036006253171083635,-0.013314836901540006,0.011583587940096729,0.0034654552472828115,0.0033527015082805978,-0.009779907173913971,-0.009132083787769307,-0.0007942274368232249,0.006333245663896259,0.022634458532077906
2020-12-30,-0.011019406548169242,-0.008526766895456506,-0.010881969295605143,0.04322893651900084,0.0156452385637873,-0.010917002886527194,-0.012237171102783218,-0.017739735594117012,-0.00928078138099564,-0.011829577974170613
2020-12-31,0.0033381804669581072,-0.007702608269259947,-0.008801425852506983,0.015673959448250008,-0.006903332779100935,0.007105399683758673,0.009439893448524028,0.004744948040330765,0.005367339301622032,0.030766793437344564
2021-01-04,-0.021266010434500493,-0.024719379830665522,-0.021584759410783638,0.03415199396401136,0.004480948889905356,-0.013494083460356632,-0.015125758725758609,-0.015448828299182593,-0.029552905598185575,-0.03304790868077978
2021-01-05,0.0009645249005698631,0.012363908449619876,0.010004339433981269,0.00731732580628619,0.02221000748447355,0.007336975231084564,0.008064307995155895,0.0075481482297306,0.0007211563087414774,-0.003939863556397527
2021-01-06,-0.02592924260257312,-0.0336616134274369,-0.024896653032314142,0.02839030271096088,-0.058953019677270735,-0.0032339250842700062,-0.009867557550926498,-0.028268823012625677,-0.039902003171150224,-0.0389976929108532
2021-01-07,0.028456993803331443,0.034123181180286455,0.0075771671647564265,0.07944654566116949,0.05783022235701152,0.0299430987513436,0.02986856940161653,0.020622050211705156,0.024511573950854793,0.016783602405314957
2021-01-08,0.00609285292129802,0.008631229702822374,0.006495572511071579,0.07840307304160055,-0.005039730276031329,0.011167973702615797,0.013238720002996418,-0.004353587272218018,0.0154059031147884,0.0029672010758552414
2021-01-11,-0.009698530851431464,-0.023248792958409537,-0.021519461794845096,-0.07821415017353806,0.025966579686806934,-0.022404696119312728,-0.023105587300604524,-0.04010169570313604,-0.022387169378843552,-0.0221394751818903
2021-01-12,-0.011770732827447894,-0.001395423820541919,0.0021257773505656274,0.04715294802166459,-0.010039356472610672,-0.01141659251668703,-0.010738536677426302,-0.022387478934550287,-0.005461361451192692,-0.009717503389491067
2021-01-13,0.006560325412461321,0.016226585607599597,0.01443840704998478,0.0058508793891247635,0.0034854383373414954,0.0044945605792943155,0.005651995012629252,0.002190461622373796,0.0008480737943143968,0.027395061203844273
2021-01-14,-0.015346239195726086,-0.01512717988161072,-0.012135583769021463,-0.0110134166235909,-0.024497956317631187,-0.008105317946575763,-0.00934609014165122,-0.02384358617009852,-0.018599722959848908,-0.013647420936161003
2021-01-15,-0.0017369468057726323,-0.013730508600742208,-0.0074245224463579396,-0.022295889940828317,-0.025813864561458177,-0.002292931119873498,-0.0019065288494630739,0.023286117990905852,-0.011202974773313001,-0.005750058072616859
2021-01-19,0.017822759416994405,0.005427109286750831,0.005318518160586372,0.02225962961292005,0.012889253510468546,0.03148851557595789,0.032906528151174896,0.03874922406608361,-0.003449150901237763,0.007610703072979508
2021-01-20,0.036499725428838614,0.032856054293007864,0.04570036546962797,0.00698599737591854,0.02614156976344373,0.053627888167929516,0.05357331675714705,0.024435100932169274,0.02898140416210304,0.16854343594471133
2021-01-21,0.002808210250212495,0.0366583593351979,0.013363478529477613,-0.00642015629720516,0.03753996227235046,0.002305355845392709,0.00217017351332105,0.02015097868378679,0.004875094088889309,-0.011085717673509632
2021-01-22,0.004356142448403322,0.01607367276200744,-0.00446327628587706,0.0019527154398597535,-0.011177255885654547,0.00518178400528746,0.004463569722619853,0.00597355894699958,0.0008898203673319838,-0.025300157486368158
